Kukai	<proper noun>
John	<proper noun>
Alex	<proper noun>
Kate	<proper noun>
Bob	<proper noun>
Matt	<proper noun>
Josh	<proper noun>
Sofia	<proper noun>
Claire	<proper noun>
James	<proper noun>
Lisa	<proper noun>
Kevin	<proper noun>
Steven	<proper noun>
Ryan	<proper noun>
Amy	<proper noun>
Trump	<proper noun>
Harrison	<proper noun>
New York	<proper noun>
Microsoft	<proper noun>
Apple	<proper noun>
England	<proper noun>
English	<proper noun>
Japanese	<proper noun>
